0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,0,0
Cube,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cube,0,0
Cube,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cube,0,0
Cube,0,0,0,0,0,0,Cube,Cube,Cube,Cube,0,0,0,0,0,0,Cube,0,0
Cube,0,0,0,0,0,0,Cube,0,0,Cube,0,0,0,0,0,0,Cube,0,0
Cube,0,0,0,0,0,0,Cube,0,0,Cube,0,0,0,0,0,0,Cube,0,0
Cube,0,0,0,0,0,0,Cube,0,0,Cube,0,0,0,0,0,0,Cube,0,0
Cube,0,0,0,0,0,0,Cube,0,0,Cube,0,0,0,0,0,0,Cube,0,0
Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,0,0,Cube,Cube,Cube,Cube,Cube,Cube,Cube,Cube,0,0
